aes-ecb-128;Round Number; Encryption Duration; Decryption Duration
;76795;1;2
;76796;1;1
;76797;1;1
;76798;1;1
;76799;2;1
;76800;1;1
;76801;1;1
;76802;2;1
;76803;1;1
;76804;1;1
;76805;2;2
;76806;1;1
;76807;1;1
;76808;1;563
;76809;2;2
;76810;1;1
;76811;1;1
;76812;1;1
;76813;1;2
;76814;1;2
;76815;1;1
;76816;1;1
;76817;1;1
;76818;1;1
;76819;1;1
;76820;1;1
;76821;1;2
;76822;1;1
;76823;1;1
;76824;1;1
;76825;2;1
;76826;1;1
;76827;1;1
;76828;2;2
;76829;1;1
;76830;1;1
;76831;1;1
;76832;1;2
;76833;3;2
;76834;1;1
;76835;1;2
;76836;1;1
;76837;1;1
;76838;2;1
;76839;1;1
;76840;2;1
;76841;2;2
;76842;1;2
;76843;1;2
;76844;1;1
;76845;1;2
;76846;2;1
;76847;1;1
;76848;1;1
;76849;2;2
;76850;2;2
;76851;2;2
;76852;2;1
;76853;1;2
;76854;2;2
;76855;1;1
;76856;1;1
;76857;1;1
;76858;1;1
;76859;1;1
;76860;1;1
;76861;1;1
;76862;2;1
;76863;2;2
;76864;2;1
;76865;2;2
;76866;2;3
;76867;1;2
;76868;2;1
;76869;1;1
;76870;1;1
;76871;2;2
;76872;2;1
;76873;1;1
;76874;1;1
;76875;1;1
;76876;1;1
;76877;1;2
;76878;1;2
;76879;1;2
;76880;1;2
;76881;1;1
;76882;1;1
;76883;1;1
;76884;1;2
;76885;1;2
;76886;2;2
;76887;1;2
;76888;1;2
;76889;1;2
;76890;1;1
;76891;1;1
;76892;1;2
;76893;1;1
;76894;1;1
;76895;1;1
;76896;2;1
;76897;1;2
;76898;1;1
;76899;1;2
;76900;1;1
;76901;2;2
;76902;1;2
;76903;1;2
;76904;1;2
;76905;1;2
;76906;1;1
;76907;2;1
;76908;1;1
;76909;1;1
;76910;1;2
;76911;1;1
;76912;1;1
;76913;1;1
;76914;1;1
;76915;2;1
;76916;1;1
;76917;2;2
;76918;1;2
;76919;1;2
;76920;1;2
;76921;2;1
;76922;1;1
;76923;1;2
;76924;1;2
;76925;1;2
;76926;1;1
;76927;1;1
;76928;1;1
;76929;1;2
;76930;1;2
;76931;1;1
;76932;2;1
;76933;1;2
;76934;1;1
;76935;1;2
;76936;1;1
;76937;1;2
;76938;1;1
;76939;1;1
;76940;1;1
;76941;1;1
;76942;1;2
;76943;1;2
;76944;2;2
;76945;1;2
;76946;1;1
;76947;1;1
;76948;1;1
;76949;2;2
;76950;1;1
;76951;2;1
;76952;1;2
;76953;1;1
;76954;2;1
;76955;1;1
;76956;2;2
;76957;1;1
;76958;1;2
;76959;1;1
;76960;2;1
;76961;1;1
;76962;2;1
;76963;2;2
;76964;2;2
;76965;1;1
;76966;2;2
;76967;1;1
;76968;1;2
;76969;1;1
;76970;1;1
;76971;2;1
;76972;1;2
;76973;1;2
;76974;1;2
;76975;1;1
;76976;2;2
;76977;1;1
;76978;1;2
;76979;1;2
;76980;1;1
;76981;1;1
;76982;2;2
;76983;1;1
;76984;1;1
;76985;1;1
;76986;1;1
;76987;1;1
;76988;1;1
;76989;1;1
;76990;1;1
;76991;1;2
;76992;1;1
;76993;1;2
;76994;1;2
;76995;2;1
;76996;1;2
;76997;1;2
;76998;2;2
;76999;1;2
;77000;1;2
;77001;1;1
;77002;1;2
;77003;1;2
;77004;2;2
;77005;2;1
;77006;1;1
;77007;1;2
;77008;2;1
;77009;1;2
;77010;1;1
;77011;1;2
;77012;1;1
;77013;1;2
;77014;1;1
;77015;1;2
;77016;2;2
;77017;1;1
;77018;1;2
;77019;1;1
;77020;1;2
;77021;1;1
;77022;1;1
;77023;1;2
;77024;18;2
;77025;1;2
;77026;1;2
;77027;1;1
;77028;1;2
;77029;1;2
;77030;1;1
;77031;1;1
;77032;1;1
;77033;1;2
;77034;1;1
;77035;1;1
;77036;1;2
;77037;1;1
;77038;1;1
;77039;1;1
;77040;2;2
;77041;1;2
;77042;1;2
;77043;1;1
;77044;1;2
;77045;1;1
;77046;1;2
;77047;2;2
;77048;2;1
;77049;1;1
;77050;1;1
;77051;2;2
;77052;1;1
;77053;1;1
;77054;1;1
;77055;1;1
;77056;1;1
;77057;1;2
;77058;2;1
;77059;1;1
;77060;1;2
;77061;1;1
;77062;1;1
;77063;1;1
;77064;1;1
;77065;1;1
;77066;1;1
;77067;1;2
;77068;1;1
;77069;1;1
;77070;1;1
;77071;1;2
;77072;1;2
;77073;2;1
;77074;1;2
;77075;2;1
;77076;1;1
;77077;2;2
;77078;1;1
;77079;1;2
;77080;1;2
;77081;1;2
;77082;2;1
;77083;1;2
;77084;1;1
;77085;1;1
;77086;1;1
;77087;1;1
;77088;1;2
;77089;1;2
;77090;2;1
;77091;1;2
;77092;1;1
;77093;2;1
;77094;1;2
;77095;1;2
;77096;2;1
;77097;1;1
;77098;1;1
;77099;1;2
;77100;1;1
;77101;1;1
;77102;1;2
;77103;1;1
;77104;1;2
;77105;1;1
;77106;1;2
;77107;1;1
;77108;1;1
;77109;1;1
;77110;1;1
;77111;1;2
;77112;1;17
;77113;1;1
;77114;1;1
;77115;1;1
;77116;1;1
;77117;1;2
;77118;1;1
;77119;1;1
;77120;1;1
;77121;1;1
;77122;2;2
;77123;1;1
;77124;1;1
;77125;1;1
;77126;1;2
;77127;1;1
;77128;1;2
;77129;2;1
;77130;1;1
;77131;2;1
;77132;1;1
;77133;2;1
;77134;2;2
;77135;1;1
;77136;2;2
;77137;1;1
;77138;1;2
;77139;1;1
;77140;1;2
;77141;1;1
;77142;2;1
;77143;1;1
;77144;1;2
;77145;1;2
;77146;1;1
;77147;1;1
;77148;1;1
;77149;2;1
;77150;1;1
;77151;1;2
;77152;2;2
;77153;1;1
;77154;1;1
;77155;1;1
;77156;2;1
;77157;1;1
;77158;1;1
;77159;1;1
;77160;1;1
;77161;1;2
;77162;1;1
;77163;1;1
;77164;1;2
;77165;2;2
;77166;1;1
;77167;1;1
;77168;1;1
;77169;1;1
;77170;1;1
;77171;1;1
;77172;1;1
;77173;1;1
;77174;2;1
;77175;1;2
;77176;2;1
;77177;2;1
;77178;1;1
;77179;1;1
;77180;2;1
;77181;1;2
;77182;1;1
;77183;1;1
;77184;1;2
;77185;1;1
;77186;2;2
;77187;1;2
;77188;1;1
;77189;2;2
;77190;1;2
;77191;1;1
;77192;1;2
;77193;2;2
;77194;1;1
;77195;2;1
;77196;1;1
;77197;1;1
;77198;1;1
;77199;1;3
;77200;1;2
;77201;1;15
;77202;1;1
;77203;1;1
;77204;1;1
;77205;1;1
;77206;1;2
;77207;2;2
;77208;1;1
;77209;1;1
;77210;1;1
;77211;1;1
;77212;2;2
;77213;1;2
;77214;1;3
;77215;1;1
;77216;1;1
;77217;1;2
;77218;1;1
;77219;1;1
;77220;1;1
;77221;2;2
;77222;2;2
;77223;1;1
;77224;1;2
;77225;1;1
;77226;1;1
;77227;1;1
;77228;2;2
;77229;1;1
;77230;1;1
;77231;1;1
;77232;1;1
;77233;1;2
;77234;1;1
;77235;1;2
;77236;1;1
;77237;1;1
;77238;2;1
;77239;1;1
;77240;1;1
;77241;1;2
;77242;1;2
;77243;1;2
;77244;1;1
;77245;1;1
;77246;2;1
;77247;2;1
;77248;2;2
;77249;2;1
;77250;1;1
;77251;1;1
;77252;1;1
;77253;2;1
;77254;1;2
;77255;1;1
;77256;1;2
;77257;1;1
;77258;1;2
;77259;2;2
;77260;2;1
;77261;1;2
;77262;1;1
;77263;1;2
;77264;2;2
;77265;1;2
;77266;1;1
;77267;2;1
;77268;1;1
;77269;1;2
;77270;1;1
;77271;2;2
;77272;1;2
;77273;1;1
;77274;1;2
;77275;2;2
;77276;1;1
;77277;1;1
;77278;1;2
;77279;1;1
;77280;1;1
;77281;1;2
;77282;2;2
;77283;1;1
;77284;1;2
;77285;1;1
;77286;1;2
;77287;1;1
;77288;1;1
;77289;1;1
;77290;1;1
;77291;1;2
;77292;1;1
;77293;1;2
;77294;1;1
;77295;1;1
;77296;1;2
;77297;1;2
;77298;1;2
;77299;1;2
;77300;1;1
;77301;1;1
;77302;1;1
;77303;2;1
;77304;2;2
;77305;1;2
;77306;1;1
;77307;1;2
;77308;1;1
;77309;1;1
;77310;1;1
;77311;1;2
;77312;2;1
;77313;1;2
;77314;1;2
;77315;1;2
;77316;1;1
;77317;2;1
;77318;1;2
;77319;1;1
;77320;1;1
;77321;1;1
;77322;2;2
;77323;1;2
;77324;2;1
;77325;1;1
;77326;1;1
;77327;1;2
;77328;1;2
;77329;1;1
;77330;1;1
;77331;1;2
;77332;1;2
;77333;1;1
;77334;1;1
;77335;2;2
;77336;1;1
;77337;1;1
;77338;2;1
;77339;1;1
;77340;2;1
;77341;2;2
;77342;2;1
;77343;1;1
;77344;1;1
;77345;1;1
;77346;1;1
;77347;1;2
;77348;1;2
;77349;1;1
;77350;2;1
;77351;1;2
;77352;1;2
;77353;1;2
;77354;1;2
;77355;2;2
;77356;2;2
;77357;1;2
;77358;1;2
;77359;2;1
;77360;1;2
;77361;1;2
;77362;2;2
;77363;2;2
;77364;1;1
;77365;1;1
;77366;1;1
;77367;1;2
;77368;1;2
;77369;1;2
;77370;1;1
;77371;1;2
;77372;1;2
;77373;1;1
;77374;2;1
;77375;1;1
;77376;2;1
;77377;1;1
;77378;2;1
;77379;1;1
;77380;1;1
;77381;1;1
;77382;1;2
;77383;2;1
;77384;1;1
;77385;1;2
;77386;2;1
;77387;1;1
;77388;1;1
;77389;1;1
;77390;1;1
;77391;2;1
;77392;1;2
;77393;1;1
;77394;1;2
;77395;1;1
;77396;1;1
;77397;1;2
;77398;2;2
;77399;2;2
;77400;2;1
;77401;1;1
;77402;1;1
;77403;1;2
;77404;2;1
;77405;2;2
;77406;1;2
;77407;1;1
;77408;1;1
;77409;1;2
;77410;1;1
;77411;2;1
;77412;1;1
;77413;1;2
;77414;1;1
;77415;2;1
;77416;2;2
;77417;1;1
;77418;1;2
;77419;1;20
;77420;1;2
;77421;1;2
;77422;2;1
;77423;1;1
;77424;1;1
;77425;1;2
;77426;1;1
;77427;1;1
;77428;1;1
;77429;1;1
;77430;1;2
;77431;2;1
;77432;1;1
;77433;2;1
;77434;3;3
;77435;2;1
;77436;3;2
;77437;3;1
;77438;1;1
;77439;1;2
;77440;2;2
;77441;1;1
;77442;2;2
;77443;2;1
;77444;1;2
;77445;1;1
;77446;1;2
;77447;1;2
;77448;1;1
;77449;1;2
;77450;1;2
;77451;1;2
;77452;2;1
;77453;1;1
;77454;2;1
;77455;1;1
;77456;2;2
;77457;1;2
;77458;1;2
;77459;2;1
;77460;2;1
;77461;1;2
;77462;1;2
;77463;1;2
;77464;2;2
;77465;1;1
;77466;2;2
;77467;1;1
;77468;1;2
;77469;1;1
;77470;2;2
;77471;1;2
;77472;1;2
;77473;1;2
;77474;2;1
;77475;1;2
;77476;2;2
;77477;2;2
;77478;1;1
;77479;1;2
;77480;1;2
;77481;2;2
;77482;2;1
;77483;1;2
;77484;2;1
;77485;1;2
;77486;2;1
;77487;1;2
;77488;1;2
;77489;1;2
;77490;2;1
;77491;1;2
;77492;2;2
;77493;2;2
;77494;1;2
;77495;1;2
;77496;1;2
;77497;1;1
;77498;1;2
;77499;1;2
;77500;1;1
;77501;2;1
;77502;2;2
;77503;1;1
;77504;1;1
;77505;1;2
;77506;1;2
;77507;1;2
;77508;1;2
;77509;2;2
;77510;2;2
;77511;2;2
;77512;1;2
;77513;1;1
;77514;2;2
;77515;1;2
;77516;1;1
;77517;1;1
;77518;1;2
;77519;1;1
;77520;1;1
;77521;1;1
;77522;2;1
;77523;2;1
;77524;2;2
;77525;1;1
;77526;1;1
;77527;1;1
;77528;1;2
;77529;1;2
;77530;2;2
;77531;2;1
;77532;2;2
;77533;2;2
;77534;1;2
;77535;1;1
;77536;1;2
;77537;1;2
;77538;2;1
;77539;1;2
;77540;1;1
;77541;2;3
;77542;2;1
;77543;1;1
;77544;2;2
;77545;1;1
;77546;1;2
;77547;1;2
;77548;2;2
;77549;1;2
;77550;1;1
;77551;1;1
;77552;2;2
;77553;2;2
;77554;1;1
;77555;1;1
;77556;1;1
;77557;2;1
;77558;2;2
;77559;1;1
;77560;1;1
;77561;2;1
;77562;2;2
;77563;3;2
;77564;1;2
;77565;1;2
;77566;1;2
;77567;1;2
;77568;2;2
;77569;1;2
;77570;1;2
;77571;2;1
;77572;1;1
;77573;1;1
;77574;1;2
;77575;2;2
;77576;1;2
;77577;1;1
;77578;1;2
;77579;1;1
;77580;1;1
;77581;2;1
;77582;1;2
;77583;1;2
;77584;1;2
;77585;1;2
;77586;1;1
;77587;1;1
;77588;2;2
;77589;1;2
;77590;1;1
;77591;1;2
;77592;1;1
;77593;1;2
;77594;2;2
;77595;2;1
;77596;1;1
;77597;2;1
;77598;1;2
;77599;1;2
;77600;2;1
;77601;1;1
;77602;1;2
;77603;1;2
;77604;1;1
;77605;1;1
;77606;1;1
;77607;1;1
;77608;1;1
;77609;1;1
;77610;2;2
;77611;1;2
;77612;1;1
;77613;1;2
;77614;1;1
;77615;1;1
;77616;1;2
;77617;1;1
;77618;1;1
;77619;1;2
;77620;1;2
;77621;1;1
;77622;1;2
;77623;1;1
;77624;1;2
;77625;1;1
;77626;1;2
;77627;1;2
;77628;2;1
;77629;1;2
;77630;1;1
;77631;1;1
;77632;1;2
;77633;2;2
;77634;2;2
;77635;1;2
;77636;1;2
;77637;2;1
;77638;1;1
;77639;1;1
;77640;1;1
;77641;1;2
;77642;1;1
;77643;1;2
;77644;1;2
;77645;2;2
;77646;1;2
;77647;1;2
;77648;2;1
;77649;2;2
;77650;2;2
;77651;1;1
;77652;1;1
;77653;1;1
;77654;1;1
;77655;1;1
;77656;1;2
;77657;1;2
;77658;2;1
;77659;2;1
;77660;1;1
;77661;1;1
;77662;1;1
;77663;2;1
;77664;2;2
;77665;1;1
;77666;1;2
;77667;2;1
;77668;1;2
;77669;1;1
;77670;1;1
;77671;1;2
;77672;1;3
;77673;1;2
;77674;1;2
;77675;1;1
;77676;1;1
;77677;1;1
;77678;1;1
;77679;1;2
;77680;1;1
;77681;1;2
;77682;1;1
;77683;2;1
;77684;1;2
;77685;1;2
;77686;1;1
;77687;2;2
;77688;1;1
;77689;1;2
;77690;1;1
;77691;2;1
;77692;2;1
;77693;1;1
;77694;1;1
;77695;1;1
;77696;2;1
;77697;2;2
;77698;2;2
;77699;1;2
;77700;1;2
;77701;1;1
;77702;1;2
;77703;2;1
;77704;1;2
;77705;1;1
;77706;2;2
;77707;1;2
;77708;1;2
;77709;2;3
;77710;2;3
;77711;2;3
;77712;1;2
;77713;1;2
;77714;1;2
;77715;1;2
;77716;1;1
;77717;1;3
;77718;2;2
;77719;31;3
;77720;1;1
;77721;1;1
;77722;2;1
;77723;2;2
;77724;1;1
;77725;1;1
;77726;2;1
;77727;1;1
;77728;1;1
;77729;1;2
;77730;2;1
;77731;1;2
;77732;2;2
;77733;1;2
;77734;1;1
;77735;2;1
;77736;2;1
;77737;1;1
;77738;18;1
;77739;1;1
;77740;1;1
;77741;1;2
;77742;1;2
;77743;1;1
;77744;1;1
;77745;1;2
;77746;2;1
;77747;1;2
;77748;1;1
;77749;1;1
;77750;2;2
;77751;1;2
;77752;1;1
;77753;2;1
;77754;2;2
;77755;2;1
;77756;1;1
;77757;1;2
;77758;1;2
;77759;1;2
;77760;1;2
;77761;1;2
;77762;1;1
;77763;1;1
;77764;1;1
;77765;1;1
;77766;1;2
;77767;2;1
;77768;2;1
;77769;2;1
;77770;3;2
;77771;1;1
;77772;1;1
;77773;1;1
;77774;1;1
;77775;1;1
;77776;2;2
;77777;2;2
;77778;2;1
;77779;1;1
;77780;2;1
;77781;1;2
;77782;1;1
;77783;1;1
;77784;1;2
;77785;1;1
;77786;1;1
;77787;1;2
;77788;1;1
;77789;1;1
;77790;1;2
;77791;1;2
;77792;2;2
;77793;1;1
;77794;2;1
;77795;1;1
;77796;1;2
;77797;1;2
;77798;2;1
;77799;2;2
;77800;2;2
;77801;1;1
;77802;1;1
;77803;1;1
;77804;1;1
;77805;1;1
;77806;2;2
;77807;1;1
;77808;1;1
;77809;1;1
;77810;1;1
;77811;1;2
;77812;2;2
;77813;1;1
;77814;2;1
;77815;1;2
;77816;1;1
;77817;1;1
;77818;1;1
;77819;2;1
;77820;2;1
;77821;2;2
;77822;1;2
;77823;1;1
;77824;1;1
;77825;1;1
;77826;1;2
;77827;2;1
;77828;2;1
;77829;2;1
;77830;1;1
;77831;1;1
;77832;1;1
;77833;1;2
;77834;2;1
;77835;2;2
;77836;2;2
;77837;1;2
;77838;1;1
;77839;1;1
;77840;2;1
;77841;1;1
;77842;2;2
;77843;1;2
;77844;2;2
;77845;2;1
;77846;1;2
;77847;1;2
;77848;1;1
;77849;2;2
;77850;1;2
;77851;1;1
;77852;1;1
;77853;1;2
;77854;1;1
;77855;1;1
;77856;1;1
;77857;2;1
;77858;1;2
;77859;1;2
;77860;1;2
;77861;1;2
;77862;2;2
;77863;1;2
;77864;1;2
;77865;1;2
;77866;1;2
;77867;2;2
;77868;1;2
;77869;1;1
;77870;2;2
;77871;1;1
;77872;2;2
;77873;1;1
;77874;1;1
;77875;1;1
;77876;2;2
;77877;1;1
;77878;1;1
;77879;1;2
;77880;2;1
;77881;1;1
;77882;1;1
;77883;1;2
;77884;1;2
;77885;2;1
;77886;1;1
;77887;1;2
;77888;1;2
;77889;2;1
;77890;2;2
;77891;1;2
;77892;2;2
;77893;1;1
;77894;2;1
;77895;2;1
;77896;1;2
;77897;1;1
;77898;1;2
;77899;1;1
;77900;1;1
;77901;1;1
;77902;1;2
;77903;1;1
;77904;1;1
;77905;1;1
;77906;1;1
;77907;1;2
;77908;1;1
;77909;1;2
;77910;2;1
;77911;1;2
;77912;1;1
;77913;1;1
;77914;1;1
;77915;2;1
;77916;1;2
;77917;1;2
;77918;2;2
;77919;1;1
;77920;2;2
;77921;1;2
;77922;1;2
;77923;1;1
;77924;1;2
;77925;1;1
;77926;1;2
;77927;2;1
;77928;1;2
;77929;1;2
;77930;1;2
;77931;2;2
;77932;2;2
;77933;2;2
;77934;1;1
;77935;1;1
;77936;1;1
;77937;1;1
;77938;1;2
;77939;1;1
;77940;2;2
;77941;1;2
;77942;1;1
;77943;2;1
;77944;1;2
;77945;1;1
;77946;1;1
;77947;1;1
;77948;2;2
;77949;1;2
;77950;2;1
;77951;1;2
;77952;1;2
;77953;2;1
;77954;1;2
;77955;1;1
;77956;2;1
;77957;2;19
;77958;1;2
;77959;2;1
;77960;1;2
;77961;1;1
;77962;1;2
;77963;1;1
;77964;1;1
;77965;1;2
;77966;2;2
;77967;1;1
;77968;2;1
;77969;2;1
;77970;1;2
;77971;1;1
;77972;2;2
;77973;2;2
;77974;1;1
;77975;1;2
;77976;2;24
;77977;2;3
;77978;2;2
;77979;1;2
;77980;2;2
;77981;1;1
;77982;1;2
;77983;1;1
;77984;1;1
;77985;1;1
;77986;1;2
;77987;1;1
;77988;16;1
;77989;2;2
;77990;1;2
;77991;1;2
;77992;1;1
;77993;1;2
;77994;1;1
;77995;1;1
;77996;2;1
;77997;1;2
;77998;2;1
;77999;1;1
;78000;1;1
;78001;1;1
;78002;1;2
;78003;1;1
;78004;1;1
;78005;2;1
;78006;1;2
;78007;2;1
;78008;1;2
;78009;2;2
;78010;2;2
;78011;2;2
;78012;1;1
;78013;1;1
;78014;1;2
;78015;1;2
;78016;1;1
;78017;1;1
;78018;1;1
;78019;1;1
;78020;1;1
;78021;2;1
;78022;2;1
;78023;2;2
;78024;1;2
;78025;1;2
;78026;1;2
;78027;1;2
;78028;1;2
;78029;1;2
;78030;1;1
;78031;1;2
;78032;1;1
;78033;2;2
;78034;2;1
;78035;1;2
;78036;1;1
;78037;1;1
;78038;1;1
;78039;1;1
;78040;1;2
;78041;2;2
;78042;1;1
;78043;2;1
;78044;1;2
;78045;1;2
;78046;1;2
;78047;1;2
;78048;2;1
;78049;2;2
;78050;1;1
;78051;1;1
;78052;1;1
;78053;1;2
;78054;1;2
;78055;1;2
;78056;2;1
;78057;1;1
;78058;1;2
;78059;1;2
;78060;1;2
;78061;1;1
;78062;1;1
;78063;1;2
;78064;1;1
;78065;1;2
;78066;1;2
;78067;1;2
;78068;1;1
;78069;1;2
;78070;1;1
;78071;25;1
;78072;2;2
;78073;1;1
;78074;2;1
;78075;1;1
;78076;1;2
;78077;1;1
;78078;1;1
;78079;1;1
;78080;1;1
;78081;1;1
;78082;1;2
;78083;2;2
;78084;1;2
;78085;1;2
;78086;1;2
;78087;1;1
;78088;1;1
;78089;2;1
;78090;1;2
;78091;1;3
;78092;1;2
;78093;2;2
;78094;1;2
;78095;1;1
;78096;1;2
;78097;6;2
;78098;2;1
;78099;1;1
;78100;2;1
;78101;1;1
;78102;2;1
;78103;2;1
;78104;1;1
;78105;1;1
;78106;1;1
;78107;1;1
;78108;1;2
;78109;1;1
;78110;1;2
;78111;2;2
;78112;1;2
;78113;1;1
;78114;2;1
;78115;1;1
;78116;1;2
;78117;2;2
;78118;2;1
;78119;1;2
;78120;2;2
;78121;1;1
;78122;1;1
;78123;2;1
;78124;1;2
;78125;1;1
;78126;1;2
;78127;1;2
;78128;2;1
;78129;1;1
;78130;1;2
;78131;1;1
;78132;1;1
;78133;1;2
;78134;2;2
;78135;1;2
;78136;1;1
;78137;1;2
;78138;1;1
;78139;1;1
;78140;1;2
;78141;1;2
;78142;1;1
;78143;1;2
;78144;1;4
;78145;1;2
;78146;2;2
;78147;1;1
;78148;2;1
;78149;1;2
;78150;2;2
;78151;2;5
;78152;2;2
;78153;2;1
;78154;2;2
;78155;1;1
;78156;2;2
;78157;2;2
;78158;2;2
;78159;1;2
;78160;2;2
;78161;2;2
;78162;3;2
;78163;3;2
;78164;2;2
;78165;2;3
;78166;1;2
;78167;2;2
;78168;2;1
;78169;2;2
;78170;2;2
;78171;1;2
;78172;2;2
;78173;1;2
;78174;2;1
;78175;1;2
;78176;2;1
;78177;1;2
;78178;1;1
;78179;2;2
;78180;1;2
;78181;1;2
;78182;43;2
;78183;2;1
;78184;2;2
;78185;1;2
;78186;1;2
;78187;1;3
;78188;1;2
;78189;2;3
;78190;1;2
;78191;2;2
;78192;2;2
;78193;2;2
;78194;1;3
;78195;2;2
;78196;2;2
;78197;1;2
;78198;1;2
;78199;1;2
;78200;1;1
;78201;1;2
;78202;2;1
;78203;2;2
;78204;1;1
;78205;2;1
;78206;1;2
;78207;1;2
;78208;1;2
;78209;2;2
;78210;1;2
;78211;2;2
;78212;1;1
;78213;2;2
;78214;1;1
;78215;1;1
;78216;2;3
;78217;1;1
;78218;1;1
;78219;1;1
;78220;2;2
;78221;2;2
;78222;1;1
;78223;1;2
;78224;1;2
;78225;2;1
;78226;2;2
;78227;2;2
;78228;1;2
;78229;1;2
;78230;1;2
;78231;2;2
;78232;2;2
;78233;2;2
;78234;2;2
;78235;2;2
;78236;2;2
;78237;2;2
;78238;2;2
;78239;2;1
;78240;2;2
;78241;2;2
;78242;2;2
;78243;2;1
;78244;1;3
;78245;2;2
;78246;2;3
;78247;2;2
;78248;1;2
;78249;1;1
;78250;1;32
;78251;2;1
;78252;2;2
;78253;1;2
;78254;2;2
;78255;2;2
;78256;2;1
;78257;1;1
;78258;1;1
;78259;1;2
;78260;1;1
;78261;1;2
;78262;1;2
;78263;1;1
;78264;1;1
;78265;1;1
;78266;1;1
;78267;2;1
;78268;1;2
;78269;2;1
;78270;1;1
;78271;1;1
;78272;1;2
;78273;2;2
;78274;1;1
;78275;2;1
;78276;1;2
;78277;1;1
;78278;1;1
;78279;2;2
;78280;1;1
;78281;1;1
;78282;2;1
;78283;1;1
;78284;2;1
;78285;2;1
;78286;1;2
;78287;1;1
;78288;2;2
;78289;1;2
;78290;1;1
;78291;1;1
;78292;1;1
;78293;1;2
;78294;1;2
;78295;1;1
;78296;1;2
;78297;2;2
;78298;1;2
;78299;2;2
;78300;1;2
;78301;2;1
;78302;2;2
;78303;1;1
;78304;2;2
;78305;1;2
;78306;2;1
;78307;2;2
;78308;1;2
;78309;1;2
;78310;2;1
;78311;2;1
;78312;2;2
;78313;2;2
;78314;2;2
;78315;2;2
;78316;2;1
;78317;1;2
;78318;2;2
;78319;1;1
;78320;2;2
;78321;1;2
;78322;2;2
;78323;2;1
;78324;2;1
;78325;1;2
;78326;2;2
;78327;1;1
;78328;1;1
;78329;2;1
;78330;1;2
;78331;2;1
;78332;2;2
;78333;1;2
;78334;1;1
;78335;1;2
;78336;2;1
;78337;2;2
;78338;1;2
;78339;2;2
;78340;2;2
;78341;2;2
;78342;1;1
;78343;1;2
;78344;2;2
;78345;2;2
;78346;2;2
;78347;1;2
;78348;1;1
;78349;1;2
;78350;1;2
;78351;3;2
;78352;2;2
;78353;2;2
;78354;2;2
;78355;2;2
;78356;1;2
;78357;1;1
;78358;2;2
;78359;2;1
;78360;2;3
;78361;2;2
;78362;1;1
;78363;1;2
;78364;2;2
;78365;1;2
;78366;2;2
;78367;1;2
;78368;2;1
;78369;2;2
;78370;2;2
;78371;1;1
;78372;2;2
;78373;1;1
;78374;2;2
;78375;1;1
;78376;2;2
;78377;1;1
;78378;2;2
;78379;1;2
;78380;2;1
;78381;2;2
;78382;2;2
;78383;1;1
;78384;1;1
;78385;2;1
;78386;2;2
;78387;2;2
;78388;2;2
;78389;2;11
;78390;4;2
;78391;2;2
;78392;2;2
;78393;1;1
;78394;2;1
;78395;1;1
;78396;2;2
;78397;2;2
;78398;1;2
;78399;1;1
;78400;2;1
;78401;2;2
;78402;2;2
;78403;1;3
;78404;1;2
;78405;1;2
;78406;1;1
;78407;1;2
;78408;2;1
;78409;2;2
;78410;24;2
;78411;1;3
;78412;2;1
;78413;1;1
;78414;2;1
;78415;2;1
;78416;1;2
;78417;1;2
;78418;1;2
;78419;2;2
;78420;1;2
;78421;1;2
;78422;1;2
;78423;1;1
;78424;1;1
;78425;1;2
;78426;1;2
;78427;2;2
;78428;2;2
;78429;2;2
;78430;2;2
;78431;1;2
;78432;2;2
;78433;1;2
;78434;1;1
;78435;1;2
;78436;1;2
;78437;2;3
;78438;2;2
;78439;2;2
;78440;2;2
;78441;2;2
;78442;2;2
;78443;2;2
;78444;1;2
;78445;2;2
;78446;2;2
;78447;1;2
;78448;1;1
;78449;2;2
;78450;2;2
;78451;1;2
;78452;1;2
;78453;2;2
;78454;2;2
;78455;2;1
;78456;2;2
;78457;2;2
;78458;2;2
;78459;1;2
;78460;1;2
;78461;2;2
;78462;1;2
;78463;2;2
;78464;2;2
;78465;2;2
;78466;2;2
;78467;1;2
;78468;2;2
;78469;1;1
;78470;2;1
;78471;2;1
;78472;2;2
;78473;1;2
;78474;2;1
;78475;1;2
;78476;2;2
;78477;2;2
;78478;1;2
;78479;2;2
;78480;1;2
;78481;2;2
;78482;1;1
;78483;1;2
;78484;1;2
;78485;2;2
;78486;2;1
;78487;2;2
;78488;1;1
;78489;2;2
;78490;2;2
;78491;2;2
;78492;1;2
;78493;2;2
;78494;2;2
;78495;2;2
;78496;2;1
;78497;1;2
;78498;1;2
;78499;2;2
;78500;1;1
;78501;1;2
;78502;1;1
;78503;1;1
;78504;1;1
;78505;2;2
;78506;1;2
;78507;1;2
;78508;2;1
;78509;2;2
;78510;19;2
;78511;1;1
;78512;1;6
;78513;2;1
;78514;1;1
;78515;2;2
;78516;2;1
;78517;2;1
;78518;1;2
;78519;1;1
;78520;1;1
;78521;2;1
;78522;1;1
;78523;1;1
;78524;1;1
;78525;2;2
;78526;2;2
;78527;2;1
;78528;1;2
;78529;2;2
;78530;1;1
;78531;2;2
;78532;1;1
;78533;1;2
;78534;1;1
;78535;1;1
;78536;2;2
;78537;1;1
;78538;1;1
;78539;1;1
;78540;1;1
